,BrandName,ProductName,ProductMRP,ProductSellingPrice,ProductRating,ProductRatingCount,source,category
920,ZOOP from TITAN,Kids Digital Watch,0,0,4.3,9,MyntraWatchesKids,Watches
921,Spiky,Kids Set Of 2 Analogue Watch,Rs. 3198,Rs. 799,4.4,175,MyntraWatchesKids,Watches
922,Otage,Kids Multi Function Watch,Rs. 1999,Rs. 549,3.4,5,MyntraWatchesKids,Watches
923,Shocknshop,Kids Printed Analogue Watch,Rs. 1499,Rs. 464,4.2,266,MyntraWatchesKids,Watches
924,ZOOP from TITAN,Kids Analogue Watch,0,0,4.8,58,MyntraWatchesKids,Watches
925,Spiky,Kids Automatic Watch,Rs. 999,Rs. 449,3.7,41,MyntraWatchesKids,Watches
926,Spiky,Kids Set Of 2 Analogue Watch,Rs. 3198,Rs. 799,3.9,9,MyntraWatchesKids,Watches
927,Spiky,Kids Analogue Watch,Rs. 999,Rs. 499,4.4,100,MyntraWatchesKids,Watches
928,Spiky,Unisex Kids Multi Function Watch,Rs. 599,Rs. 497,4.4,425,MyntraWatchesKids,Watches
929,Spiky,Unisex Kids Automatic Watch,Rs. 1299,Rs. 844,4.6,41,MyntraWatchesKids,Watches
930,THE SHOPOHOLIC,Unisex Kids Digital Watch,Rs. 999,Rs. 264,3.5,15,MyntraWatchesKids,Watches
931,Shocknshop,Kids Dial & Analogue Watch,Rs. 1499,Rs. 464,4.3,439,MyntraWatchesKids,Watches
932,SWADESI STUFF,Unisex Kids Multi Function Automatic Watch,Rs. 2245,Rs. 432,4.3,36,MyntraWatchesKids,Watches
933,Spiky,Kids Automatic Watch,Rs. 1299,Rs. 844,4.5,13,MyntraWatchesKids,Watches
934,Kool Kidz,Unisex Kids Watch,Rs. 550,Rs. 495,4,28,MyntraWatchesKids,Watches
935,ZOOP from TITAN,Kids Bracelet Style Watch,0,0,4.6,9,MyntraWatchesKids,Watches
936,V2A,Kids Multi Function Watch,Rs. 1799,Rs. 890,4.5,153,MyntraWatchesKids,Watches
937,Spiky,Kids Light Dial Analogue Watch,Rs. 3198,Rs. 799,4.7,6,MyntraWatchesKids,Watches
938,CARLINGTON,Unisex Kids Multi Function Watch,Rs. 4999,Rs. 1099,5,5,MyntraWatchesKids,Watches
939,CARLINGTON,Kids Multi Function Watch,Rs. 4999,Rs. 1099,4.6,48,MyntraWatchesKids,Watches
940,SWADESI STUFF,Unisex Kids Multi Function Watch,Rs. 2245,Rs. 324,3.2,6,MyntraWatchesKids,Watches
941,Spiky,Kids Dial & Straps Watch,Rs. 999,Rs. 399,4,10,MyntraWatchesKids,Watches
942,ZOOP from TITAN,Unisex Kids Watch,Rs. 795,Rs. 715,4.6,7,MyntraWatchesKids,Watches
943,SWADESI STUFF,Kids Automatic Watch,Rs. 1995,Rs. 287,3.8,6,MyntraWatchesKids,Watches
944,SWADESI STUFF,Kids Analogue Automatic Watch,Rs. 1795,Rs. 346,3.9,7,MyntraWatchesKids,Watches
945,Spiky,Kids Square Analogue Watch,Rs. 999,Rs. 399,3.5,30,MyntraWatchesKids,Watches
946,V2A,Unisex Dial & Bracelet Watch,Rs. 1299,Rs. 599,0,0,MyntraWatchesKids,Watches
947,V2A,Kids Multi Function Watch,Rs. 1299,Rs. 649,4.1,21,MyntraWatchesKids,Watches
948,ZOOP from TITAN,Unisex Zoop watch,0,0,4.5,161,MyntraWatchesKids,Watches
949,CARLINGTON,Kids Multi Function Watch,Rs. 4999,Rs. 1099,4.3,24,MyntraWatchesKids,Watches
950,Vaseline,Dewy Radiance Serum-in-Lotion,Rs. 350,Rs. 210,4.5,31.8k,MyntraSkincareWomens,Skincare
951,Ponds,Oil-Free Super Light Gel,Rs. 780,Rs. 312,4.7,6k,MyntraSkincareWomens,Skincare
952,DOT & KEY,Vitamin C+E Sunscreen- SPF 50,Rs. 445,Rs. 387,4.5,27.1k,MyntraSkincareWomens,Skincare
953,Nivea,Lip Balm 4.8g,Rs. 260,Rs. 117,4.5,8.9k,MyntraSkincareWomens,Skincare
954,Ponds,Youthful Miracle Day Cream,Rs. 899,Rs. 377,4.5,6.5k,MyntraSkincareWomens,Skincare
955,Dabur,Set of 3 Gulabari Rose Water,Rs. 405,Rs. 214,4.6,5.7k,MyntraSkincareWomens,Skincare
956,Nivea,Dry Skin Body Lotion 400 ml,Rs. 550,Rs. 247,4.6,34.2k,MyntraSkincareWomens,Skincare
957,Ponds,Super Light Gel Moisturiser,Rs. 545,Rs. 256,4.6,40.8k,MyntraSkincareWomens,Skincare
958,deconstruct,Gel Sunscreen-SPF 55+ 50g,Rs. 349,Rs. 314,4.5,28.8k,MyntraSkincareWomens,Skincare
959,Nivea,Caring Beauty Lip & Cheek Balm,Rs. 299,Rs. 134,4.5,760,MyntraSkincareWomens,Skincare
960,Lakme,Glycolic Illuminate Day Creme,Rs. 749,Rs. 441,4.4,753,MyntraSkincareWomens,Skincare
961,DOT & KEY,Watermelon Sunscreen SPF50,Rs. 445,Rs. 387,4.5,15.5k,MyntraSkincareWomens,Skincare
962,WishCare,10% AHA + 1% BHA Body Lotion,Rs. 499,Rs. 399,4.5,3.7k,MyntraSkincareWomens,Skincare
963,The Derma co.,1% Hyaluronic Sunscreen - 50g,Rs. 499,Rs. 424,4.6,11.5k,MyntraSkincareWomens,Skincare
964,Nivea,Set of 2 Watermelon Lip Balms,Rs. 520,Rs. 260,4.5,445,MyntraSkincareWomens,Skincare
965,WishCare,Ceramide Tinted Lip Balm,Rs. 299,Rs. 248,4.5,18k,MyntraSkincareWomens,Skincare
966,Lakme,Hydra Pro Gel Face Moisturiser,Rs. 849,Rs. 458,4.6,2.4k,MyntraSkincareWomens,Skincare
967,everyuth Naturals,2Pcs Exfoliating Walnut Scrub,Rs. 420,Rs. 247,4.6,616,MyntraSkincareWomens,Skincare
968,Nivea,Moisturisation Lip Balm 4.8g,Rs. 260,Rs. 130,4.4,11.9k,MyntraSkincareWomens,Skincare
969,Ponds,Youthful Miracle Night Cream,Rs. 919,Rs. 413,4.5,3.7k,MyntraSkincareWomens,Skincare
970,SUGAR,Lips Moisturizing Balm-Bramble,Rs. 199,Rs. 159,4.5,3.4k,MyntraSkincareWomens,Skincare
971,Vaseline,Aloe Fresh Body Lotion 400 ml,Rs. 540,Rs. 216,4.5,6.3k,MyntraSkincareWomens,Skincare
972,Lakme,Women Brightening Creme 50 g,Rs. 399,Rs. 167,4.5,26.9k,MyntraSkincareWomens,Skincare
973,DOT & KEY,Skin Care Sunscreen SPF 50+,Rs. 595,Rs. 499,4.6,9.4k,MyntraSkincareWomens,Skincare
974,MCaffeine,Escape Perfume Body Lotion,Rs. 499,Rs. 373,4.5,1.9k,MyntraSkincareWomens,Skincare
975,Lakme,Skin Lightening Light Creme,Rs. 575,Rs. 276,4.4,7.4k,MyntraSkincareWomens,Skincare
976,Biotique,Bio Berry Plumping Lip Balm,Rs. 250,Rs. 137,4.5,12.3k,MyntraSkincareWomens,Skincare
977,Minimalist,SPF 50 PA++++ Sunscreen,Rs. 399,Rs. 379,4.4,40.1k,MyntraSkincareWomens,Skincare
978,Lakme,Absolute Perfect Day Creme,Rs. 260,Rs. 189,4.4,5k,MyntraSkincareWomens,Skincare
979,Vaseline,Intensive Care Body Lotion,Rs. 685,Rs. 267,4.6,18.1k,MyntraSkincareWomens,Skincare
980,Plum,BodyLovin Body Lotion - 400 ml,Rs. 475,Rs. 399,4.7,5.3k,MyntraSkincareWomens,Skincare
981,Lakme,Dew Drama Gel Creme-50g,Rs. 349,Rs. 191,4.5,934,MyntraSkincareWomens,Skincare
982,DOT & KEY,Skin Care Watermelon Sunscreen,Rs. 595,Rs. 499,4.6,5k,MyntraSkincareWomens,Skincare
983,Nivea,Set of 2 Lip Balm,Rs. 350,Rs. 196,4.6,3.3k,MyntraSkincareWomens,Skincare
984,Lakme,AHA + BHA + PHA + B3 Cream,Rs. 375,Rs. 206,4.5,1.3k,MyntraSkincareWomens,Skincare
985,Nivea,Lip Balm- Watermelon Shine,Rs. 250,Rs. 125,4.4,4.8k,MyntraSkincareWomens,Skincare
986,WishCare,Vitamin C Pure Glow Sunscreen,Rs. 499,Rs. 394,4.5,1.4k,MyntraSkincareWomens,Skincare
987,Plum,Clear Moisture Gel Cream-50g,Rs. 525,Rs. 451,4.6,4.9k,MyntraSkincareWomens,Skincare
988,Lakme,Lip Love Lip Care - Strawberry,Rs. 249,Rs. 112,4.3,6.9k,MyntraSkincareWomens,Skincare
989,DOT & KEY,Barrier Repair Lip Balm,Rs. 249,Rs. 199,4.4,1.5k,MyntraSkincareWomens,Skincare
990,Olay,Super Collagen-Peptides Cream,Rs. 1999,Rs. 1259,4.8,187,MyntraSkincareWomens,Skincare
991,Himalaya,Tan Removal Orange Face Scrub,Rs. 105,Rs. 67,4.4,4.5k,MyntraSkincareWomens,Skincare
992,Vaseline,Cocoa Glow Body Lotion 600 ml,Rs. 760,Rs. 296,4.6,10.5k,MyntraSkincareWomens,Skincare
993,Lakme,Lumi Skin Cream 30 g,Rs. 349,Rs. 209,4.3,38.8k,MyntraSkincareWomens,Skincare
994,WishCare,Ceramide Lip Balm - 5g,Rs. 299,Rs. 245,4.5,6.3k,MyntraSkincareWomens,Skincare
995,Nivea,Set of 2 Berry Shine Lip Balms,Rs. 520,Rs. 260,4.6,3.3k,MyntraSkincareWomens,Skincare
996,Lakme,Sun Expert Tint Hint Sunscreen,Rs. 625,Rs. 250,4.5,15.3k,MyntraSkincareWomens,Skincare
997,CeraVe,Moisturizing Cream - 50 ml,Rs. 399,Rs. 327,4.6,1.4k,MyntraSkincareWomens,Skincare
998,Nivea,Pomegranate Shine Lip Balm,Rs. 260,Rs. 150,4.5,5.1k,MyntraSkincareWomens,Skincare
999,Lakme,Lumi Lit Cream-Silver Shimmer,Rs. 349,Rs. 209,4.4,1.9k,MyntraSkincareWomens,Skincare
1000,Yves Saint Laurent,Women Libre Flowers & Flames,0,0,4.7,15,MyntraPerfumesWomens,Perfumes
1001,Yves Saint Laurent,Women Libre Eau De Parfum,0,0,4.9,17,MyntraPerfumesWomens,Perfumes
1002,Marks & Spencer,Ocean Musk EDT - 100 ml,0,0,4.3,165,MyntraPerfumesWomens,Perfumes
1003,Marks & Spencer,Seasalt & Neroli EDP- 30 ml,0,0,4.6,7,MyntraPerfumesWomens,Perfumes
1004,United Colors of Benetton,Women United Dreams EDT - 80ml,Rs. 2700,Rs. 675,4.5,10,MyntraPerfumesWomens,Perfumes
1005,Marks & Spencer,Pink Pepper EDT - 30ml,0,0,4.3,154,MyntraPerfumesWomens,Perfumes
1006,Bella Vita Organic,Vanilla Gourmet EDP- 100 ml,Rs. 799,Rs. 575,4.4,576,MyntraPerfumesWomens,Perfumes
1007,Yves Saint Laurent,Women Black Opium Over Red EDP,0,0,4.3,6,MyntraPerfumesWomens,Perfumes
1008,Bella Vita Organic,4Pcs Eau de Parfum Gift Set,Rs. 849,Rs. 499,4.4,1.1k,MyntraPerfumesWomens,Perfumes
1009,Marks & Spencer,Spiced Bergamot Eau De Toilette 30ml,0,0,4.3,222,MyntraPerfumesWomens,Perfumes
1010,Aqualogica,Refresh+ Sun Kissed Body Mist,Rs. 499,Rs. 424,4.3,2.7k,MyntraPerfumesWomens,Perfumes
1011,Ajmal,Oud Of Dubai Eau De Parfum,Rs. 1099,Rs. 802,3.8,110,MyntraPerfumesWomens,Perfumes
1012,Bella Vita Organic,Honey Oud Eau De Parfum 100 ml,Rs. 999,Rs. 549,4.5,5.5k,MyntraPerfumesWomens,Perfumes
1013,Yves Saint Laurent,Women Libre Eau De Parfum,0,0,4.8,24,MyntraPerfumesWomens,Perfumes
1014,Plum,BodyLovin' Vanilla Vibes EDP,Rs. 799,Rs. 647,4.5,968,MyntraPerfumesWomens,Perfumes
1015,Arabian Aroma,Seduction Eau De Parfum- 100ml,Rs. 799,Rs. 415,4.2,1.2k,MyntraPerfumesWomens,Perfumes
1016,Calvin Klein,One Eau de Toilette - 100 ml,Rs. 4850,Rs. 4365,4.5,882,MyntraPerfumesWomens,Perfumes
1017,Bella Vita Organic,Unisex Fresh Perfume 100 ml,Rs. 899,Rs. 475,4.5,4.5k,MyntraPerfumesWomens,Perfumes
1018,Marks & Spencer,Fresh Mandarin Eau De Toilette 30ml,0,0,4.1,84,MyntraPerfumesWomens,Perfumes
1019,Carolina Herrera,Good Girl Eau de Parfum 80 ml,Rs. 10440,Rs. 9396,4.7,282,MyntraPerfumesWomens,Perfumes
1020,ADILQADRI,Premium AQ 365 Eau De Perfume,Rs. 1199,Rs. 759,4.4,391,MyntraPerfumesWomens,Perfumes
1021,Carlton London,Set of 4 EDP Perfume-30ml each,Rs. 2490,Rs. 622,4.5,8.5k,MyntraPerfumesWomens,Perfumes
1022,Plum,Vanilla Vibes Body Mist,Rs. 550,Rs. 440,4.5,10.6k,MyntraPerfumesWomens,Perfumes
1023,Bella Vita Organic,Women Rose EDP Perfume 100 ml,Rs. 899,Rs. 475,4.5,3.6k,MyntraPerfumesWomens,Perfumes
1024,Marks & Spencer,Women Discover Mandarin EDT,0,0,4.5,67,MyntraPerfumesWomens,Perfumes
1025,DAVIDOFF,Women Cool Water EDT 100 ml,Rs. 5750,Rs. 5175,4.6,353,MyntraPerfumesWomens,Perfumes
1026,SKINN,Women Celeste Fragrance 50 ML,Rs. 1995,Rs. 1556,4.7,2.3k,MyntraPerfumesWomens,Perfumes
1027,Bella Vita Organic,Pack of 10 Luxury EDP Gift Set,Rs. 399,Rs. 349,4.4,15.2k,MyntraPerfumesWomens,Perfumes
1028,DAVIDOFF,Women Cool Water EDT,Rs. 4300,Rs. 3870,4.6,281,MyntraPerfumesWomens,Perfumes
1029,Plum,Set Of 2 Eau De Parfum - 15 ml,Rs. 640,Rs. 448,4.5,236,MyntraPerfumesWomens,Perfumes
1030,Carlton London,Set of Him & Her EDP,Rs. 2290,Rs. 755,4.4,1.6k,MyntraPerfumesWomens,Perfumes
1031,SKINN,24Seven Floral Eau De Parfum,Rs. 1745,Rs. 1396,4.6,219,MyntraPerfumesWomens,Perfumes
1032,Bella Vita Organic,2 Pcs Ceo & Date EDP Gift Set,Rs. 999,Rs. 575,4.5,653,MyntraPerfumesWomens,Perfumes
1033,Plum,BodyLovin' VanillaCaramelloEDP,Rs. 899,Rs. 728,4.5,2.3k,MyntraPerfumesWomens,Perfumes
1034,Plum,Hawaiian Rumba Body Mist 100ml,Rs. 395,Rs. 331,4.4,2.7k,MyntraPerfumesWomens,Perfumes
1035,Marks & Spencer,Spiced Amber Eau De Toilette,0,0,4.4,106,MyntraPerfumesWomens,Perfumes
1036,SKINN,Tales Ibiza Perfume 100ml,Rs. 1095,Rs. 755,4.5,3.9k,MyntraPerfumesWomens,Perfumes
1037,Aqualogica,3Pcs Perfume Body Mist,Rs. 599,Rs. 491,4.2,1.3k,MyntraPerfumesWomens,Perfumes
1038,Bella Vita Organic,Unisex White Oud Perfume,Rs. 999,Rs. 549,4.4,11.4k,MyntraPerfumesWomens,Perfumes
1039,Carlton London,10Pcs Eau De Parfum,Rs. 1790,Rs. 358,4.3,260,MyntraPerfumesWomens,Perfumes
1040,Yves Saint Laurent,Women Black Opium Over Red EDP,0,0,4.7,6,MyntraPerfumesWomens,Perfumes
1041,Bella Vita Organic,Skai Aquatic EDC - 100ml,Rs. 699,Rs. 475,4.5,7.1k,MyntraPerfumesWomens,Perfumes
1042,SKINN,Set of 2 His & Her Perfumes,Rs. 1995,Rs. 1596,4.6,1.7k,MyntraPerfumesWomens,Perfumes
1043,Estee Lauder,Perfume and Body Mist,Rs. 10500,Rs. 5250,4.7,39,MyntraPerfumesWomens,Perfumes
1044,Marks & Spencer,Magnolia EDT- 100 ml,0,0,4.5,23,MyntraPerfumesWomens,Perfumes
1045,Ajmal,4-Pcs Eau De Parfum Set,Rs. 999,Rs. 499,4.2,910,MyntraPerfumesWomens,Perfumes
1046,Carolina Herrera,Good Girl Blush Eau de Parfum,0,0,4.2,274,MyntraPerfumesWomens,Perfumes
1047,Envy,Set of 4 EDP - 20 ml Each,Rs. 699,Rs. 279,4.4,2.9k,MyntraPerfumesWomens,Perfumes
1048,Kayali,Yum Pistachio Gelato EDP - 33,Rs. 2550,Rs. 2295,4.4,127,MyntraPerfumesWomens,Perfumes
1049,Plum,BodyLovin' EDP - 50 ml,Rs. 899,Rs. 728,4.3,117,MyntraPerfumesWomens,Perfumes
1050,Realme,T110 Fast Charging Earbuds,Rs. 2999,Rs. 1099,4.2,4.7k,MyntraHeadphonesUnisex,Headphones
1051,Realme,T310 46dB ANC & Spatial Audio,Rs. 3999,Rs. 1799,4.3,1.9k,MyntraHeadphonesUnisex,Headphones
1052,OnePlus,Nord Buds 3 BT Earbuds,Rs. 2799,Rs. 1899,4.4,1.3k,MyntraHeadphonesUnisex,Headphones
1053,OnePlus,Nord Buds 2r with 38H Playback,Rs. 2299,Rs. 1549,4.5,4.4k,MyntraHeadphonesUnisex,Headphones
1054,Realme,T110 Fast Charging Earbuds,Rs. 2999,Rs. 1099,4.2,1.9k,MyntraHeadphonesUnisex,Headphones
1055,OnePlus,Nord Buds 2r with 38H Playback,Rs. 2299,Rs. 1549,4.5,13.3k,MyntraHeadphonesUnisex,Headphones
1056,OnePlus,Nord Buds 2r with 38H Playback,Rs. 2299,Rs. 1549,4.5,6.3k,MyntraHeadphonesUnisex,Headphones
1057,OnePlus,Nord Buds 3,Rs. 2799,Rs. 1899,4.5,445,MyntraHeadphonesUnisex,Headphones
1058,Realme,Buds T200 Lite Headphones,Rs. 1999,Rs. 1099,4,40,MyntraHeadphonesUnisex,Headphones
1059,OnePlus,Nord Buds 3 Pro With 49dB ANC,Rs. 3699,Rs. 2599,4.5,4k,MyntraHeadphonesUnisex,Headphones
1060,Realme,T310 46dB ANC & Spatial Audio,Rs. 3999,Rs. 1799,4.4,1.5k,MyntraHeadphonesUnisex,Headphones
1061,Realme,T110 Fast Charging Earbuds,Rs. 2999,Rs. 1099,4.3,641,MyntraHeadphonesUnisex,Headphones
1062,OnePlus,Buds 3 With Upto 49dB ANC,Rs. 6499,Rs. 4799,4.6,5.4k,MyntraHeadphonesUnisex,Headphones
1063,Realme,T110 Fast Charging Earbuds,Rs. 2999,Rs. 1099,4.2,1.8k,MyntraHeadphonesUnisex,Headphones
1064,OnePlus,Nord Buds 3 BT Earbuds,Rs. 2799,Rs. 1899,4.4,517,MyntraHeadphonesUnisex,Headphones
1065,boAt,Airdopes 163 TWS Earbuds,Rs. 2490,Rs. 899,4,25.8k,MyntraHeadphonesUnisex,Headphones
1066,Realme,Buds Wireless 3 Neo,Rs. 2499,Rs. 999,4.4,1.4k,MyntraHeadphonesUnisex,Headphones
1067,OnePlus,Nord Buds 3 Pro With 49dB ANC,Rs. 3699,Rs. 2599,4.5,1.5k,MyntraHeadphonesUnisex,Headphones
1068,NOISE,Buds VS102 with 50H Playtime,Rs. 2999,Rs. 749,3.9,29.6k,MyntraHeadphonesUnisex,Headphones
1069,Realme,Wireless 3 with 30dB ANC,Rs. 2999,Rs. 1199,4.4,4.9k,MyntraHeadphonesUnisex,Headphones
1070,NOISE,Buds VS102 with 50H Playtime,Rs. 2999,Rs. 749,3.9,10.5k,MyntraHeadphonesUnisex,Headphones
1071,BOULT AUDIO,Shadow Earbuds,Rs. 2499,Rs. 699,4.1,14.1k,MyntraHeadphonesUnisex,Headphones
1072,Realme,Buds T200x True Earbuds,Rs. 2499,Rs. 1299,0,0,MyntraHeadphonesUnisex,Headphones
1073,OnePlus,Buds 3 With Upto 49dB ANC,Rs. 6499,Rs. 4799,4.6,2k,MyntraHeadphonesUnisex,Headphones
1074,Realme,Wireless 3 with 30dB ANC,Rs. 2999,Rs. 1199,4.4,3.8k,MyntraHeadphonesUnisex,Headphones
1075,Realme,Buds T200x True Earbuds,Rs. 2499,Rs. 1299,0,0,MyntraHeadphonesUnisex,Headphones
1076,boAt,Airdopes 138 TWS Earbuds,Rs. 2990,Rs. 699,4,3.9k,MyntraHeadphonesUnisex,Headphones
1077,NOISE,Buds VS102 with 50H Playtime,Rs. 2999,Rs. 749,3.8,5.3k,MyntraHeadphonesUnisex,Headphones
1078,Realme,Buds Air7 Headphones,Rs. 4999,Rs. 2799,4.2,130,MyntraHeadphonesUnisex,Headphones
1079,BOULT AUDIO,Shadow Earbuds,Rs. 2499,Rs. 699,4.1,9.5k,MyntraHeadphonesUnisex,Headphones
1080,OnePlus,Buds 3 E509A,Rs. 6499,Rs. 4799,4.5,148,MyntraHeadphonesUnisex,Headphones
1081,Realme,Buds Air7 Pro Wireless Earbuds,Rs. 7999,Rs. 4999,4.5,22,MyntraHeadphonesUnisex,Headphones
1082,NOISE,Aero Earbuds with 45H Playtime,Rs. 2999,Rs. 749,4,12.4k,MyntraHeadphonesUnisex,Headphones
1083,BOULT AUDIO,Shadow Earbuds,Rs. 2499,Rs. 699,4.1,5.8k,MyntraHeadphonesUnisex,Headphones
1084,Realme,Buds Air7 Pro Wireless Earbuds,Rs. 7999,Rs. 4999,4,33,MyntraHeadphonesUnisex,Headphones
1085,boAt,Nirvana Ion with 120H,Rs. 7990,Rs. 1699,4.1,1.7k,MyntraHeadphonesUnisex,Headphones
1086,NOISE,Aero Earbuds with 45H Playtime,Rs. 2999,Rs. 749,4,16.8k,MyntraHeadphonesUnisex,Headphones
1087,Realme,Buds T200x True Earbuds,Rs. 2499,Rs. 1299,0,0,MyntraHeadphonesUnisex,Headphones
1088,boAt,Airdopes 91 TWS Earbuds,Rs. 4990,Rs. 899,4,226,MyntraHeadphonesUnisex,Headphones
1089,boAt,Airdopes 800 TWS Earbuds,Rs. 6490,Rs. 1699,4.2,107,MyntraHeadphonesUnisex,Headphones
1090,Realme,Buds Air7 Headphones,Rs. 4999,Rs. 2799,4.5,76,MyntraHeadphonesUnisex,Headphones
1091,BOULT AUDIO,Astra Neo Wireless Earbuds 70H,Rs. 3499,Rs. 1099,4,741,MyntraHeadphonesUnisex,Headphones
1092,Realme,T310 46dB ANC & Spatial Audio,Rs. 3999,Rs. 1799,4.3,4.8k,MyntraHeadphonesUnisex,Headphones
1093,Realme,Buds Air7 Pro Wireless Earbuds,Rs. 7999,Rs. 4999,4.8,12,MyntraHeadphonesUnisex,Headphones
1094,BOULT AUDIO,Octave TWS Earbuds,Rs. 2999,Rs. 799,4,2.4k,MyntraHeadphonesUnisex,Headphones
1095,boAt,Airdopes 800 TWS Earbuds,Rs. 6490,Rs. 1699,3.8,60,MyntraHeadphonesUnisex,Headphones
1096,Realme,Buds Air7 Pro Wireless Earbuds,Rs. 7999,Rs. 4999,4.4,10,MyntraHeadphonesUnisex,Headphones
1097,BOULT AUDIO,Z40 Pro Earbuds with Quad Mic,Rs. 5499,Rs. 1199,3.8,370,MyntraHeadphonesUnisex,Headphones
1098,NOISE,Trance Wireless Earbuds,Rs. 2499,Rs. 999,2.9,21,MyntraHeadphonesUnisex,Headphones
1099,Realme,Buds T200 Lite Headphones,Rs. 1999,Rs. 1099,3.3,18,MyntraHeadphonesUnisex,Headphones
1100,Veet,Women Full Body Trimmer,Rs. 1999,Rs. 1299,4.3,230,MyntraTrimmers,Trimmers
1101,VEGA,Men VHTH-32 Grooming Trimmer,Rs. 2699,Rs. 1295,4.4,1.5k,MyntraTrimmers,Trimmers
1102,Philips,MG3732/65 All-in-One Trimmer,Rs. 1945,Rs. 1419,4.2,1.6k,MyntraTrimmers,Trimmers
1103,Mi,Men 2C Beard Trimmer,Rs. 1999,Rs. 1059,4.4,803,MyntraTrimmers,Trimmers
1104,BEARDO,Men Chrome Beast Trimmer Kit,Rs. 2499,Rs. 1599,4.2,70,MyntraTrimmers,Trimmers
1105,Philips,BT3101/15 Beard Trimmer,Rs. 1495,Rs. 1046,4.2,24.1k,MyntraTrimmers,Trimmers
1106,Bombay Shaving Company,Men Power Groomer Trimmer,Rs. 2000,Rs. 1140,4.1,685,MyntraTrimmers,Trimmers
1107,VEGA,Men Turbolite Beard Trimmer,Rs. 949,Rs. 455,4.1,1.5k,MyntraTrimmers,Trimmers
1108,Bombay Shaving Company,Power Play NXT Beard Trimmer,Rs. 1000,Rs. 630,4.4,3.2k,MyntraTrimmers,Trimmers
1109,Bombay Shaving Company,Power Styler Beard Trimmer,Rs. 1199,Rs. 695,4.2,3.8k,MyntraTrimmers,Trimmers
1110,VEGA,VHTH-31 SmartOne Beard Trimmer,Rs. 1599,Rs. 799,4.1,739,MyntraTrimmers,Trimmers
1111,Mi,Men All-In-One Grooming Kit,Rs. 3299,Rs. 1715,4.3,182,MyntraTrimmers,Trimmers
1112,VGR,Limited Edition Hair Clipper,Rs. 2299,Rs. 1424,4.4,33,MyntraTrimmers,Trimmers
1113,BOMBAE,Sensitive 6-in-1 Trimmer,0,0,4.4,1.1k,MyntraTrimmers,Trimmers
1114,BEARDO,Men ApeX Prime 3-in-1 Trimmer,Rs. 1499,Rs. 944,4.3,394,MyntraTrimmers,Trimmers
1115,VEGA,4 In 1 Trimmer -VHBT-03,Rs. 1999,Rs. 1339,3.9,586,MyntraTrimmers,Trimmers
1116,WINSTON,3 in 1 Bikini Body Trimmer,Rs. 2490,Rs. 1419,4.3,354,MyntraTrimmers,Trimmers
1117,Philips,SkinProtect Beard Trimmer,Rs. 1295,Rs. 1100,4.3,3.7k,MyntraTrimmers,Trimmers
1118,VGR,V-071 Hair Clipper,Rs. 1399,Rs. 883,4.3,104,MyntraTrimmers,Trimmers
1119,Braun,Series 9 Pro 9467CC Shaver,Rs. 24999,Rs. 22499,4.4,17,MyntraTrimmers,Trimmers
1120,PAINLESS,Rechargeable Bikini Trimmer,Rs. 1999,Rs. 799,4.1,11,MyntraTrimmers,Trimmers
1121,Morphy Richards,AstonX BT2220 Beard Trimmer,Rs. 1495,Rs. 598,4.3,564,MyntraTrimmers,Trimmers
1122,Bombay Shaving Company,Men Power Play Nxt Trimmer,Rs. 1000,Rs. 600,4.4,859,MyntraTrimmers,Trimmers
1123,Philips,BT3301/30 Beard Trimmer,Rs. 1699,Rs. 1274,4.4,1.3k,MyntraTrimmers,Trimmers
1124,PAINLESS,Eyebrow & Facial Hair Trimmer,Rs. 1999,Rs. 659,4.5,6,MyntraTrimmers,Trimmers
1125,Braun,51-M1200S Series 5 Shaver,Rs. 8999,Rs. 6749,3.7,23,MyntraTrimmers,Trimmers
1126,VGR,V-937 Hair Trimmer,Rs. 1799,Rs. 1139,4.1,42,MyntraTrimmers,Trimmers
1127,BEARDO,ApeX Go Pocket Trimmer,Rs. 1199,Rs. 947,4.6,137,MyntraTrimmers,Trimmers
1128,Braun,MGK7450 Series 7 Trimmer,Rs. 5999,Rs. 4499,4.5,65,MyntraTrimmers,Trimmers
1129,Philips,HP6388/00 Precision Trimmer,Rs. 1995,Rs. 1536,4.2,3.4k,MyntraTrimmers,Trimmers
1130,NOVA,NHT 1073/05 USB Trimmer,Rs. 999,Rs. 659,4,1.2k,MyntraTrimmers,Trimmers
1131,Braun,BT9420 Series 9 Beard Trimmer,Rs. 7999,Rs. 5999,4.6,65,MyntraTrimmers,Trimmers
1132,BOMBAE,4-in-1 Eyebrow & Face Trimmer,0,0,4.4,232,MyntraTrimmers,Trimmers
1133,VGR,V-290 Hair Clipper,Rs. 1599,Rs. 997,4.1,60,MyntraTrimmers,Trimmers
1134,WINSTON,Electric Face Trimmer,Rs. 2490,Rs. 1000,4.3,86,MyntraTrimmers,Trimmers
1135,Havells,BT6111 Beard Trimmer,Rs. 1695,Rs. 932,4.1,147,MyntraTrimmers,Trimmers
1136,VEGA,Mystic Lady Shaver VHLS 02,Rs. 2199,Rs. 1539,4.1,334,MyntraTrimmers,Trimmers
1137,BOMBAE,Facial Hair Remover Trimmer,Rs. 799,Rs. 499,3.9,618,MyntraTrimmers,Trimmers
